1,50,2.870280734615,0.000235659327001,-0.129469433485001,0.000268863694001
2,100,2.943679057252,0.020338033845524,-0.028037016569691,0.243723516317621
3,150,3.036106587341,0.008629408261461,-0.027806339111701,0.410370684660765
4,200,3.083357575271,0.010534840111601,-0.007612436480584,0.486857912501846
5,250,3.101301849498,0.012305746553084,-0.019428036680666,0.519345789728708
6,300,3.118196504358,0.013941033103265,-0.017324088956549,0.550895851114741
7,350,3.128944596048,0.015424587714311,-0.019796296183822,0.571937623162228
8,400,3.137582869447,0.016444810590878,-0.016802459724801,0.591490844349945
9,450,3.144514620692,0.017185729667762,-0.016303447666676,0.600325688242404
10,500,3.145281520111,0.017601722354008,-0.020668080637533,0.606693959013974
